94		317623		Carlos		1588117		219		
91		3903		UnLtd		39035		220		
53		5751		michelle		57515		221		
71		20800		amanda		208003		222		
88		15998		Dulay		159986		223		
74		240178		Secret		1200892		224		
109		26417		McGhie		264170		225		
93		64890		renegadeZERO		648907		226		
82		6230		Jayhawk		62306		227		
73		4559		CYNTHIA		45599		228		
91		60062		Monteleone		600623		229		
85		15851		Linda		158517		230		
101		19922		Jeff		199225		231		
64		2602		Aika		26022		232		
14		53386		Neuman		533861		233		
89		4468		Felicity		44684		234		
56		804		y		8040		235		
47		68383		ashleyRHAE		683839		236		
75		15545		Hammarberg		155455		237		
92		27754		Chong		277542		238		
83		613606		IOL		2045355		239		
94		363110		Engman		1815553		240		
77		1734762		beba		4336905		241		
100		14551		Basic		145518		242		
96		4955		Deeply		49559		243		
65		40907		odiolitos		409072		244		
54		88194		silk		881949		245		
92		3970		StHallettWines		39703		246		
89		55250		Hyphy		552506		247		
97		7978		chyugen		79789		248		
84		28527		Prempeh		285270		249		
91		3915		Diamond		39155		250		
62		623354		Villafuerte		2077849		251		
52		295752		Perry		1478760		252		
109		89420		Monteleone		894207		253		
69		229534		Lauren		1147674		254		
97		80422		annkempster		804224		255		
73		1521		Lucas		15213		256		
95		1984		Edison		19841		257		
78		60999		Svea		609992		258		
78		370470		Felipe		1852352		259		
106		47475		Montoni		474759		260		
63		6253		is		62536		261		
58		3886		Annabel		38863		262		
76		50830		Thompson		508300		263		
48		2866		Isaac		28665		264		
75		36084		McClary		360842		265		
98		707244		Dela		2357483		266		
86		23541		trott		235417		267		
80		10969		L		109691		268		
76		2799		Breaking		27991		269		
77		8868		Mumma		88684		270		
93		46321		Will		463212		271		
60		7899		Lalonde		78995		272		
72		68766		Rooney		687663		273		
80		26644		Eduardo		266446		274		
66		25778		Bernal		257785		275		
88		2678		Leslie		26784		276		
71		24874		Rozencwajg		248744		277		
68		26388		Southwick		263882		278		
52		22626		Perry		226261		279		
36		80700		Threads		807001		280		
99		8034		Gattet		80340		281		
92		29		Upchurch		297		282		
55		6281		Tomlinson		62818		283		
84		14284		me		142840		284		
99		16621		renegadeZERO		166217		285		
87		28257		Stephen		282578		286		
117		52010		Ecards		520107		287		
59		9914		Putri		99149		288		
71		2180		nona		21804		289		
103		12178		Athena		121788		290		
81		36615		Eric		366153		291		
69		1824541		Ubbergen		4561353		292		
84		869		heatherxrayex		8691		293		
88		1878		HANNAH		18782		294		
78		612		Mokiwa		6125		295		
77		42928		Atiqah		429280		296		
88		89		Walker		896		297		
85		14239		Clarke		142393		298		
75		8669		K		86693		299		
74		71055		Alam		710551		300		
120		65686		sensor		656861		301		
103		3734		WordamouPH		37342		302		
99		32333		erika		323331		303		
92		440		Pete		4405		304		
101		382372		lope		1911863		305		
85		25433		Isaac		254335		306		
104		97		Tamera		979		307		
73		13753		is		137535		308		
81		238155		Breaking		1190778		309		
77		1557		Arlene		15572		310		
65		870		Stuart		8706		311		
91		5618		oon		56185		312		
62		28554		Wild		285544		313		
68		2978		sappy		29786		314		
90		12399		Rogers		123997		315		
54		17055		Dj		170551		316		
36		21240		Mattias		212404		317		
76		2919		EHS		29193		318		
107		41790		Rolls		417900		319		
87		27800		Kk		278000		320		
46		10877		colectivoostal		108777		321		
88		51574		Petite		515747		322		
74		612869		MTV		2042898		323		
96		97105		reksadana		971057		324		
95		91815		Sophie		918156		325		
92		2331		Derek		23319		326		
94		18448		amanda		184489		327		
72		42797		Opionionated		427978		328		
89		270091		Marcelo		1350455		329		
102		43325		Spa		433255		330		
124		19999		Fizzy		199991		331		
104		52878		Keke		528780		332		
70		50413		Montoni		504131		333		
64		4618		Angelo		46180		334		
102		15054		Campbell		150546		335		
83		20477		Shindy		204773		336		
71		1329		Eileen		13292		337		
88		209751		Enchante		1048758		338		
83		45665		Torrance		456658		339		
97		341		Flannery		3410		340		
73		647		Ron		6471		341		
99		306789		Kayluh		1533946		342		
73		18730		Janna		187305		343		
54		420		megatest		4208		344		
70		12391		Navarro		123914		345		
71		213811		LASHONDA		1069059		346		
71		8784		katieheckk		87843		347		
100		2204		of		22047		348		
79		10764		Wakelin		107640		349		
47		55291		Laurens		552914		350		
86		1469		khi		14690		351		
83		3096		Harriet		30963		352		
77		46326		j		463265		353		
58		908		punkroyaltee		9088		354		
75		89937		Cocchi		899379		355		
67		2810		Carol		28100		356		
101		95456		Grunstra		954561		357		
82		25040		Tyson		250404		358		
102		27742		Rocks		277420		359		
100		312437		DaeNiteTV		1562189		360		
66		29502		Athena		295020		361		
84		62605		Marian		626051		362		
92		94589		renegadeZERO		945898		363		
68		360848		Tsu		1804242		364		
102		341769		punkroyaltee		1708849		365		
66		360281		armenta		1801405		366		
70		12		Enagri		121		367		
92		17484		Richard		174844		368		
90		24089		Amos		240890		369		
89		4112		Rust		41125		370		
82		3551		Vincentius		35511		371		
69		30827		Claire		308270		372		
38		391323		Lake		1956615		373		
60		24239		shzad		242394		374		
67		9161		Steps		91611		375		
70		26718		TIPAS		267186		376		
90		567		slone		5670		377		
44		11663		HowYouFeel		116635		378		
88		39060		Nescio		390603		379		
91		16632		RayBeckerman		166327		380		
86		4224		Kaboli		42247		381		
97		57872		Ilona		578726		382		
74		22043		Harris		220430		383		
100		38617		Rico		386172		384		
59		57046		Shay		570461		385		
93		15587		Myasiaa		155876		386		
73		331510		Online		1657552		387		
58		44569		Ignacio		445698		388		
87		18648		josephcorreia		186484		389		
58		15594		Now		155943		390		
56		1742		Myers		17421		391		
79		7201		Burda		72019		392		
99		291864		DJ		1459322		393		
62		40194		Parker		401943		394		
66		88349		Meadow		883496		395		
65		6022		Guess		60221		396		
66		26238		U		262386		397		
96		22256		Shin		222561		398		
93		1647		Leal		16473		399		
65		297657		Joost		1488287		400		
74		230871		Frsh		1154359		401		
94		335065		Luis		1675329		402		
76		786		yann		7863		403		
39		3364		Hyphy		33645		404		
89		40532		Makela		405324		405		
81		3518		SHURE		35187		406		
37		2787		Ausberto		27878		407		
39		37130		Spidel		371307		408		
86		57117		Eduardo		571175		409		
55		65801		Fernandez		658014		410		
82		99351		Yan		993519		411		
65		17888		Deng		178881		412		
94		67196		JaColby		671969		413		
58		32856		ALLAGUY		328569		414		
68		416		Yuna		4168		415		
85		71623		LeXXah		716237		416		
92		289770		Chris		1448850		417		
71		26891		T		268919		418		
95		8519		Bastrios		85196		419		
72		2471		Rangel		24712		420		
25		9099		dj		90990		421		
31		95452		Madtrader		954522		422		
45		2214		Dez		22142		423		
66		66031		Miss		660315		424		
78		5507		Fadhilah		55070		425		
91		2026		Nurul		20267		426		
66		23171		Faizah		231710		427		
88		13319		Ward		133196		428		
85		9647		Princess		96472		429		
100		69062		Angela		690628		430		
100		9985		Sacca		99850		431		
71		15518		Deeply		155180		432		
79		83243		Dice		832435		433		
58		9052		Lior		90525		434		
56		18865		Wiley		188654		435		
78		337130		Onoda		1685654		436		
70		9122		Jayne		91222		437		
91		374112		El		1870560		438		
114		76479		Humphreys		764795		439		
62		20314		Lesbian		203142		440		
75		382649		Burke		1913245		441		
89		5006		Parker		50068		442		
64		43381		Guerrera		433818		443		
73		2245		Casey		22459		444		
76		3618		Vogt		36186		445		
83		234761		Gilmore		1173805		446		
96		32975		Aka		329751		447		
72		234		Tea		2348		448		
85		305580		Son		1527901		449		
132		37723		Cappellin		377231		450		
99		80581		Binnenland		805815		451		
47		12151		Kersh		121512		452		
43		19609		McGhie		196095		453		
58		66299		smith		662994		454		
75		28192		Stella		281921		455		
105		83023		Engraved		830231		456		
95		5694		Lynne		56945		457		
97		7760		brianvann		77608		458		
78		42181		weatherusa		421817		459		
79		8630		MiSs		86301		460		
114		11862		call		118625		461		
65		41622		Phil		416225		462		
76		14558		Jessie		145589		463		
71		618013		Nancy		2060044		464		
79		19694		Ike		196942		465		
65		686496		Catherine		2288320		466		
95		62033		Lashea		620336		467		
75		279047		Ergan		1395236		468		
91		99159		Segundo		991599		469		
97		317326		Champ		1586633		470		
110		15172		Alan		151728		471		
68		9026		Thomas		90267		472		
94		15384		GHTAKEOVER		153846		473		
61		15076		Lianne		150769		474		
83		17293		t		172935		475		
137		16712		KZ		167120		476		
91		647102		uenot		2157008		477		
75		200933		Fred		1004669		478		
105		992		Hartford		9921		479		
77		10589		uenot		105896		480		
69		82836		Monteleone		828367		481		
99		8127		Dustcircle		81277		482		
83		14571		sugurshane		145714		483		
65		14275		DelDuca		142756		484		
78		38199		adelaide		381993		485		
58		99423		Yusuf		994234		486		
82		20849		YOSHIE		208493		487		
60		315011		Hache		1575056		488		
107		5737		Shao		57376		489		
84		250587		Cruz		1252935		490		
73		16647		charnock		166476		491		
120		12126		Carter		121262		492		
78		85221		Fonseca		852215		493		
70		658848		Doriguzzi		2196161		494		
73		27758		Yan		277584		495		
55		1169		Maria		11692		496		
77		33179		oranie		331796		497		
58		11512		armenta		115129		498		
92		719536		Navy		2398454		499		
97		2526		Netmums		25260		500		
98		66808		Jayne		668085		501		
64		77551		Sha		775517		502		
39		63821		Marin		638218		503		
85		741174		Miya		2470582		504		
118		25717		Stephen		257170		505		
56		38454		NEWELL		384543		506		
77		306719		Becs		1533597		507		
55		42808		Dan		428080		508		
79		667619		Ergan		2225398		509		
66		286694		Deana		1433470		510		
94		390550		Bender		1952754		511		
93		18655		khi		186553		512		
88		17837		KC		178376		513		
87		29565		I		295651		514		
73		1567428		its		3134856		515		
77		53532		Andrew		535328		516		
88		95866		HayleyMomsenCyrus		958667		517		
94		982		Tunc		9826		518		
94		30415		FM		304151		519		
97		280179		AMBREEZy		1400896		520		
89		1820678		jaxxo		3641357		521		
94		26708		Chrissy		267089		522		
73		10169		Balthaser		101696		523		
93		19958		Gurule		199587		524		
84		2527		Josh		25271		525		
49		44008		its		440086		526		
94		411		Basic		4111		527		
36		38929		SC		389293		528		
81		224243		Osborn		1121217		529		
90		25503		igossip		255032		530		
105		372592		Retro		1862961		531		
84		222835		McCrae		1114179		532		
91		7846		Cornelius		78468		533		
83		635339		Quarles		2117798		534		
77		61773		RIP		617730		535		
57		57487		it		574875		536		
105		20988		Just		209880		537		
112		41702		stephane		417020		538		
85		28217		Sanchez		282179		539		
103		58803		jaccoy		588036		540		
89		1929		Lockwood		19296		541		
97		20151		Hotel		201515		542		
57		28230		Chatter		282300		543		
88		624316		t		2081055		544		
89		17732		jenaardell		177324		545		
124		10304		Amos		103044		546		
77		44812		ArchbishopDLYoung		448122		547		
86		217317		Rust		1086586		548		
66		10619		McEvoy		106190		549		
103		2006		Meg		20061		550		
103		16947		York		169476		551		
41		46790		Leal		467909		552		
85		43730		Tatjana		437303		553		
60		28611		eFrane		286111		554		
80		2745		Kadu		27454		555		
80		5516		Connor		55160		556		
59		567		Paulo		5679		557		
84		810655		ishqdesign		2702185		558		
85		797885		Alejandra		2659619		559		
69		6677		Torres		66776		560		
92		2905		shiry		29057		561		
84		399		Ivan		3996		562		
67		3634		Parker		36347		563		
27		5004		Mamis		50049		564		
89		12373		Dan		123737		565		
70		26345		Stein		263453		566		
92		14380		Mays		143804		567		
54		244053		Zailan		1220269		568		
137		31004		KITECH		310040		569		
72		47050		McCrae		470505		570		
95		26081		oon		260817		571		
86		230972		Sanele		1154861		572		
53		4783		Elvire		47833		573		
78		1716221		Myasiaa		4290554		574		
75		24058		PZL		240580		575		
51		23989		carolmoraes		239890		576		
86		11155		Center		111559		577		
102		325583		Gavin		1627916		578		
86		56595		Rebekah		565951		579		
108		17949		Jocelyn		179497		580		
86		16416		megatest		164164		581		
50		23249		Harris		232491		582		
106		32432		Amanda		324325		583		
70		28272		Price		282725		584		
65		314571		Riffo		1572859		585		
82		11362		Steps		113627		586		
79		1722		Robertson		17228		587		
84		67254		Pearman		672541		588		
124		4766		Ashong		47668		589		
61		24215		Week		242158		590		
96		1535		Jason		15355		591		
113		537		Provan		5372		592		
28		16004		Andrew		160046		593		
66		13705		Ashleigh		137053		594		
52		96642		Svaigakas		966429		595		
81		42862		Green		428622		596		
48		43457		librariansarah		434574		597		
62		64136		DEGW		641366		598		
58		60507		Roberto		605072		599		
81		6644		Darke		66447		600		
87		90929		Bolliger		909290		601		
72		29365		IFAonline		293656		602		
43		47150		Young		471509		603		
69		730		Parikh		7306		604		
47		17997		IFAonline		179970		605		
65		217425		Paul		1087128		606		
96		9283		Lin		92836		607		
112		46286		Reilly		462863		608		
107		2607		Victoria		26071		609		
77		1892072		team		4730182		610		
53		22244		Dustcircle		222444		611		
78		40229		tekkonkinkuri		402298		612		
90		65099		Good		650995		613		
87		215205		Lovely		1076025		614		
87		47976		Kersh		479760		615		
32		361009		PodcastJournal		1805048		616		
76		52560		Nunyaaaaa		525603		617		
106		54206		speechpathology		542063		618		
85		5477		Dee		54779		619		
49		95486		mamiko		954864		620		
75		57897		Vasconcelos		578976		621		
65		234129		Zailan		1170647		622		
84		9224		Ethel		92244		623		
64		89262		De		892624		624		
37		86787		z		867877		625		
81		29599		testbeta		295994		626		
84		222319		MADIQ		1111596		627		
69		5065		Jenner		50655		628		
31		7342		to		73428		629		
74		48382		stephane		483829		630		
101		78991		McGhie		789913		631		
88		22071		Morning		220713		632		
68		226938		Marin		1134693		633		
54		14070		smith		140703		634		
89		553		Linda		5536		635		
64		35772		Harbourne		357723		636		
78		280901		JennyLynnSEM		1404508		637		
67		17046		Cuttin		170467		638		
106		96587		Fran		965879		639		
62		43		Adam		438		640		
85		53424		Devin		534246		641		
93		87873		s		878736		642		
101		17953		Paulo		179538		643		
44		1577632		Rose		3155264		644		
82		16962		Rupert		169628		645		
64		3253		Wessels		32537		646		
86		48131		Marcus		481317		647		
77		55935		Mark		559358		648		
92		1020		Alfred		10200		649		
84		10378		Lake		103788		650		
59		11860		Laurence		118601		651		
86		305054		R		1525271		652		
106		5070		Plinio		50700		653		
106		26990		Ergan		269901		654		
100		74051		Cheryl		740513		655		
74		43254		Syazwan		432545		656		
78		350631		Just		1753156		657		
98		25302		N		253028		658		
64		674373		Nita		2247913		659		
80		4263		North		42639		660		
104		442		Sangster		4425		661		
38		657779		A		2192599		662		
98		880		Rusticae		8800		663		
78		1560		Damone		15603		664		
91		19654		Barker		196549		665		
94		23907		Abhishek		239076		666		
71		13164		Dorianna		131648		667		
75		38498		Ronan		384984		668		
71		1017		Martin		10174		669		
67		19502		Brian		195022		670		
60		21131		Devanie		211311		671		
73		271167		steve		1355837		672		
74		6791		Villalvazo		67912		673		
54		3144		sensor		31448		674		
90		12458		KC		124589		675		
113		68883		Prempeh		688839		676		
18		780019		Thomas		2600065		677		
86		78114		DRE		781144		678		
125		16838		connie		168384		679		
43		72706		Chambers		727068		680		
63		227821		Jade		1139105		681		
49		34356		Browitt		343567		682		
101		50569		shzad		505693		683		
84		31182		Annabel		311826		684		
87		608707		Alfred		2029026		685		
84		294839		Angelus		1474198		686		
86		3405		ishqdesign		34052		687		
101		5327		Wolf		53278		688		
33		284507		Jarad		1422539		689		
40		29566		Sydney		295667		690		
79		38324		Michael		383241		691		
124		20672		Scholten		206728		692		
72		13709		Pat		137093		693		
51		478		Upchurch		4789		694		
86		51679		Zamir		516791		695		
86		44389		Darius		443895		696		
83		87798		Desroses		877981		697		
89		18024		Sowmya		180241		698		
125		3081		Koo		30810		699		
118		83213		Slick		832133		700		
87		24059		F		240593		701		
89		66212		Meg		662127		702		
71		38338		Canton		383388		703		
93		78695		Tha		786956		704		
28		17138		Cammy		171382		705		
38		14684		Carol		146842		706		
80		1344		fm		13446		707		
119		6178		USC		61782		708		
73		45693		Gorrell		456932		709		
45		46015		Travis		460150		710		
112		54382		Louise		543823		711		
58		11381		Claude		113816		712		
55		2332		Conferences		23321		713		
83		27796		Angela		277969		714		
100		79107		Kadu		791070		715		
98		2985218		Oxford		5970436		716		
96		14927		i		149273		717		
87		722098		SHEESHshann		2406994		718		
100		6264		Wilkinson		62642		719		
81		30117		o		301171		720		
90		61447		Bodensee		614471		721		
88		22725		Production		227252		722		
81		4282		Matters		42829		723		
78		2897		Ainsworth		28974		724		
56		63251		Spa		632511		725		
101		58741		Katie		587417		726		
59		62444		LOQuent		624442		727		
90		313448		Sato		1567240		728		
64		15631		Klein		156318		729		
64		23576		Mwesigwa		235766		730		
72		238091		Oxford		1190459		731		
72		21720		Zanella		217205		732		
77		79250		Pergram		792502		733		
115		2284		Niner		22845		734		
72		43086		Kk		430869		735		
102		85551		armenta		855514		736		
83		26630		Melanie		266309		737		
86		211044		Nikki		1055221		738		
127		26987		JericTravis		269871		739		
33		756589		Elle		2521966		740		
99		2722		Niall		27226		741		
90		13375		Crunk		133757		742		
79		85830		His		858302		743		
54		35330		Doctor		353304		744		
81		1972821		Mr		3945642		745		
76		45533		Yalung		455330		746		
60		82212		Te		822126		747		
57		52222		Internet		522222		748		
77		82428		Brittany		824282		749		
58		36461		Oo		364613		750		
89		47980		Dzafirah		479804		751		
52		7033		igossip		70333		752		
116		1183		Tatum		11837		753		
76		220721		Kevin		1103605		754		
78		266863		Nana		1334319		755		
83		73567		Burke		735679		756		
75		50498		Vinny		504980		757		
52		3195		Janna		31956		758		
97		82217		designedbylisa		822175		759		
85		16800		Perry		168000		760		
71		19921		Clint		199212		761		
37		8009		Parris		80091		762		
82		20370		Denis		203707		763		
72		15285		CYNTHIA		152852		764		
91		47746		Hyphy		477466		765		
93		30499		piscesmama		304996		766		
82		3158		I		31582		767		
79		3468		SAMIR		34684		768		
36		13679		Demese		136793		769		
68		16829		Niall		168295		770		
105		21		GymLeaderBen		218		771		
72		70837		PINERO		708375		772		
52		7579		Rusticae		75793		773		
61		2817		Of		28175		774		
80		24714		Chrissy		247140		775		
96		11504		Ashong		115049		776		
44		77196		James		771962		777		
51		226477		Venkat		1132386		778		
74		5895		Lizzy		58955		779		
61		6077		shiMAC		60773		780		
60		10794		Amber		107941		781		
64		1298		tears		12981		782		
71		9502		Zamaludin		95029		783		
106		1298		Brian		12987		784		
35		392933		Patricio		1964665		785		
80		17794		YT		177941		786		
64		14986		Price		149862		787		
83		44934		Brian		449342		788		
79		81591		Solomon		815914		789		
60		10849		Amar		108498		790		
63		54983		beba		549830		791		
41		54416		Chatter		544169		792		
48		42532		Jayhawk		425329		793		
66		1423		Frsh		14230		794		
68		270216		Bish		1351083		795		
73		23296		Hole		232961		796		
83		72262		connie		722621		797		
90		227209		speechpathology		1136048		798		
99		72883		ytk		728830		799		
102		66782		Felipe		667825		800		
109		7504		Gilmore		75044		801		
74		26107		Ashli		261078		802		
52		94914		Gros		949146		803		
93		2422		Berko		24225		804		
85		24283		Crumpley		242834		805		
86		315646		Minock		1578230		806		
52		226494		scene		1132474		807		
69		10563		Brandon		105638		808		
73		74027		Nazirah		740271		809		
63		7495		chyugen		74950		810		
90		10306		Jason		103060		811		
94		4485		News		44853		812		
56		15334		Carol		153344		813		
79		206454		Kk		1032274		814		
61		27590		Lawson		275903		815		
83		5638		Khan		56383		816		
71		5312		Hyphy		53123		817		
109		24261		Looking		242617		818		
60		250203		Prempeh		1251015		819		
61		7353		kelly		73535		820		
82		18140		BossLady		181405		821		
59		15303		de		153038		822		
77		27043		Salvatore		270433		823		
82		5271		Indie		52715		824		
91		30477		chikarapro		304778		825		
91		14122		Yan		141227		826		
60		68422		kelly		684223		827		
91		62452		Nurul		624523		828		
125		15791		Nightime		157914		829		
69		24637		Tuffclassified		246373		830		
60		5264		Enchante		52642		831		
71		3368		Monsieur		33680		832		
107		9516		Sydney		95165		833		
47		12417		Joshua		124175		834		
90		47329		Amos		473294		835		
29		3219		Arnold		32191		836		
83		25523		Joseph		255233		837		
96		99371		Murda		993715		838		
90		27645		rikakon		276453		839		
78		4210		VEE		42102		840		
115		23369		shelby		233695		841		
82		717516		Angela		2391721		842		
87		68239		Gray		682395		843		
94		57841		Pergram		578412		844		
57		6507		Tejaswi		65077		845		
66		4714		Leslie		47144		846		
85		41517		Dayandante		415173		847		
104		674385		Brock		2247950		848		
113		374830		Weather		1874154		849		
55		29446		Ansani		294467		850		
64		49526		McCoy		495263		851		
97		11324		hunt		113249		852		
125		2095		Bakar		20955		853		
78		37727		Roulier		377275		854		
85		74359		Bainbridge		743591		855		
84		75593		Braith		755931		856		
67		1905		Ashley		19053		857		
67		58458		David		584584		858		
60		2411		Carol		24114		859		
91		27893		Sharon		278930		860		
74		327305		Draven		1636526		861		
59		20162		parker		201622		862		
67		35925		Nick		359258		863		
60		34711		Nikki		347112		864		
63		21235		b		212354		865		
90		59343		Yan		593437		866		
74		9729		Porsha		97294		867		
94		49923		Tuffclassified		499232		868		
70		14155		UK		141553		869		
61		10708		shzad		107083		870		
65		12258		Clint		122587		871		
96		11678		AMBREEZy		116788		872		
76		2948		Dayandante		29483		873		
93		12368		Rangel		123684		874		
73		308266		LEITH		1541330		875		
80		2404		Hanz		24046		876		
51		94668		Hufvudstadsbladet		946686		877		
69		75930		DiDi		759305		878		
35		6475		Jay		64758		879		
79		3294		Wiggins		32944		880		
102		5455		R		54552		881		
64		14398		Production		143987		882		
91		1710		Yulianto		17105		883		
47		11990		kramer		119901		884		
72		36225		Clayton		362250		885		
81		16250		Moore		162509		886		
